File name: g13_xrs_1m_20170901_20170930
Metadata Description:
dimensions:
record = UNLIMITED; //(43200 currently)
orbit = 30;

variables:
double time_tag_orbit(orbit);
time_tag_orbit:long_name = "Date and time for each west_longitude and inclination pair";
time_tag_orbit:units = "Date and time in the format YYYY-mm-dd hh:mm:ss.SSS UTC";
time_tag_orbit:calendar = "gregorian";

float west_longitude(orbit);
west_longitude:description = "West longitude of satellite sub-orbit point at the given date and time.";
west_longitude:long_label = "West longitude";
west_longitude:short_label = "w long";
west_longitude:plot_label = "West longitude";
west_longitude:lin_log = "lin";
west_longitude:units = "degrees";
west_longitude:format = "F5.1";
west_longitude:nominal_min = " 70.0";
west_longitude:nominal_max = "140.0";
west_longitude:missing_value = "-99999";

float inclination(orbit);
inclination:description = "Inclination -- the angle between the plane of the orbit and the equatorial plane measured counter-clockwise from true East.";
inclination:long_label = "inclination";
inclination:short_label = "incl";
inclination:plot_label = "inclination";
inclination:lin_log = "lin";
inclination:units = "degrees";
inclination:format = "F6.3";
inclination:nominal_min = "0.0";
inclination:nominal_max = " 1.000";
inclination:missing_value = "-99999";

double time_tag(record) ;
time_tag:long_name = "Date and time for each observation" ;
time_tag:units = "Date and time in the format YYYY-mm-dd hh:mm:ss.SSS UTC" ;
time_tag:calendar = "gregorian" ;

float A_QUAL_FLAG(record);
A_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
A_QUAL_FLAG:long_label = "quality flag";
A_QUAL_FLAG:short_label = "qf";
A_QUAL_FLAG:plot_label = " ";
A_QUAL_FLAG:lin_log = "lin";
A_QUAL_FLAG:units = "qf";
A_QUAL_FLAG:format = "I";
A_QUAL_FLAG:nominal_min = "0";
A_QUAL_FLAG:nominal_max = "4294967295";
A_QUAL_FLAG:missing_value = "99999";

float A_NUM_PTS(record);
A_NUM_PTS:description = "Data points per average.";
A_NUM_PTS:long_label = "points/average";
A_NUM_PTS:short_label = "pts";
A_NUM_PTS:plot_label = " ";
A_NUM_PTS:lin_log = "lin";
A_NUM_PTS:units = "points/avg";
A_NUM_PTS:format = "I3";
A_NUM_PTS:nominal_min = "  0";
A_NUM_PTS:nominal_max = " 30";
A_NUM_PTS:missing_value = "0";

float A_AVG(record);
A_AVG:description = "XRS short wavelength channel irradiance (0.05 - 0.4 nm)";
A_AVG:long_label = "x-ray (0.05-0.4 nm) irradiance";
A_AVG:short_label = "xs fx";
A_AVG:plot_label = "XS(0.05-0.4 nm)";
A_AVG:lin_log = "log";
A_AVG:units = "W/m^2";
A_AVG:format = "E10.4";
A_AVG:nominal_min = "1.0000E-09";
A_AVG:nominal_max = "1.0000E-03";
A_AVG:missing_value = "-99999";

float B_QUAL_FLAG(record);
B_QUAL_FLAG:description = "Quality flag non-zero value indicates data quality issue.";
B_QUAL_FLAG:long_label = "quality flag";
B_QUAL_FLAG:short_label = "qf";
B_QUAL_FLAG:plot_label = "qf";
B_QUAL_FLAG:lin_log = "lin";
B_QUAL_FLAG:units = "qf";
B_QUAL_FLAG:format = "I";
B_QUAL_FLAG:nominal_min = "0";
B_QUAL_FLAG:nominal_max = "4294967295";
B_QUAL_FLAG:missing_value = "99999";

float B_NUM_PTS(record);
B_NUM_PTS:description = "Data points per average.";
B_NUM_PTS:long_label = "points/average";
B_NUM_PTS:short_label = "pts";
B_NUM_PTS:plot_label = " ";
B_NUM_PTS:lin_log = "lin";
B_NUM_PTS:units = "points/avg";
B_NUM_PTS:format = "I3";
B_NUM_PTS:nominal_min = "  0";
B_NUM_PTS:nominal_max = " 30";
B_NUM_PTS:missing_value = "0";

float B_AVG(record);
B_AVG:description = "XRS long wavelength channel irradiance (0.1-0.8 nm)";
B_AVG:long_label = "x-ray (0.1-0.8 nm) irradiance";
B_AVG:short_label = "xl fx";
B_AVG:plot_label = "XL(0.1-0.8 nm)";
B_AVG:lin_log = "log";
B_AVG:units = "W/m^2";
B_AVG:format = "E10.4";
B_AVG:nominal_min = "1.0000E-09";
B_AVG:nominal_max = "1.0000E-03";
B_AVG:missing_value = "-99999";

// global attributes
:conventions = "GOES Space Weather"
:title = "GOES X-ray Sensor"
:institution = "NOAA"
:source = "Satellite Insitu Observations"
:satellite_id = "GOES-13"
:instrument = "X-ray Sensor"
:process-type = "unknown"
:process-level = "level 2"
:sample-time = "1"
:sample-unit = "minutes"
:creation_date = "2017-10-01 10:23:13.803 UTC"
:start_date = "2017-09-01 00:00:00.000 UTC"
:end_date = "2017-09-30 23:59:00.000 UTC"
:records_present = "43200"
:originating_agency = "DOC/NOAA/NCEP/NWS/SWPC"
:archiving_agency = "DOC/NOAA/NESDIS/NCEI"
:NOAA_scaling_factors = "The XRS data for GOES 8-15 include NOAA scaling factors which must be removed to get observed fluxes.  To remove these factors, divide the short channel fluxes (A_FLUX) by 0.85 and divide the long channel fluxes (B_FLUX) by 0.7." 
:data_note = "These GOES-13 XRS data have been corrected, see document GOES_XRS_readme.pdf." 

satellite location:
time_tag_orbit,west_longitude,inclination
2017-09-01 00:00:00, 75.2, 0.028
2017-09-02 00:00:00, 75.2, 0.031
2017-09-03 00:00:00, 75.2, 0.034
2017-09-04 00:00:00, 75.3, 0.037
2017-09-05 00:00:00, 75.3, 0.041
2017-09-06 00:00:00, 75.4, 0.043
2017-09-07 00:00:00, 75.4, 0.044
2017-09-08 00:00:00, 75.5, 0.045
2017-09-09 00:00:00, 75.5, 0.045
2017-09-10 00:00:00, 75.5, 0.045
2017-09-11 00:00:00, 75.3, 0.045
2017-09-12 00:00:00, 75.2, 0.046
2017-09-13 00:00:00, 75.2, 0.047
2017-09-14 00:00:00, 75.2, 0.050
2017-09-15 00:00:00, 75.1, 0.053
2017-09-16 00:00:00, 75.1, 0.056
2017-09-17 00:00:00, 75.1, 0.058
2017-09-18 00:00:00, 75.0, 0.061
2017-09-19 00:00:00, 75.0, 0.063
2017-09-20 00:00:00, 75.0, 0.063
2017-09-21 00:00:00, 74.9, 0.064
2017-09-22 00:00:00, 74.9, 0.064
2017-09-23 00:00:00, 74.9, 0.065
2017-09-24 00:00:00, 74.8, 0.066
2017-09-25 00:00:00, 74.8, 0.067
2017-09-26 00:00:00, 74.8, 0.068
2017-09-27 00:00:00, 74.8, 0.071
2017-09-28 00:00:00, 74.7, 0.073
2017-09-29 00:00:00, 74.7, 0.075
2017-09-30 00:00:00, 74.7, 0.078

data: 
time_tag,A_QUAL_FLAG,A_NUM_PTS,A_AVG,B_QUAL_FLAG,B_NUM_PTS,B_AVG
2017-09-01 00:00:00.000,0, 29,1.6825E-08,0, 29,1.8663E-07
2017-09-01 00:01:00.000,0, 29,1.7070E-08,0, 29,1.8628E-07
2017-09-01 00:02:00.000,0, 30,1.8127E-08,0, 30,1.8057E-07
2017-09-01 00:03:00.000,0, 29,1.7691E-08,0, 29,1.6989E-07
2017-09-01 00:04:00.000,0, 29,1.8651E-08,0, 29,1.6755E-07
2017-09-01 00:05:00.000,0, 29,1.8500E-08,0, 29,1.6965E-07
2017-09-01 00:06:00.000,0, 30,1.9583E-08,0, 30,1.7673E-07
2017-09-01 00:07:00.000,0, 29,2.1361E-08,0, 29,2.1181E-07
2017-09-01 00:08:00.000,0, 29,2.0834E-08,0, 29,2.1544E-07
2017-09-01 00:09:00.000,0, 30,2.0492E-08,0, 30,1.9789E-07
2017-09-01 00:10:00.000,0, 29,2.0985E-08,0, 29,1.8898E-07
2017-09-01 00:11:00.000,0, 29,1.8595E-08,0, 29,1.7844E-07
2017-09-01 00:12:00.000,0, 30,1.8254E-08,0, 30,1.7344E-07
2017-09-01 00:13:00.000,0, 29,1.7898E-08,0, 29,1.7328E-07
2017-09-01 00:14:00.000,0, 29,2.0063E-08,0, 29,1.8125E-07
2017-09-01 00:15:00.000,0, 29,2.0590E-08,0, 29,2.0174E-07
2017-09-01 00:16:00.000,0, 30,2.1075E-08,0, 30,2.1680E-07
2017-09-01 00:17:00.000,0, 29,2.0627E-08,0, 29,2.1263E-07
2017-09-01 00:18:00.000,0, 29,2.0270E-08,0, 29,2.0256E-07
2017-09-01 00:19:00.000,0, 30,2.0220E-08,0, 30,1.9914E-07
2017-09-01 00:20:00.000,0, 29,1.8293E-08,0, 29,1.8558E-07
2017-09-01 00:21:00.000,0, 29,1.7446E-08,0, 29,1.6801E-07
2017-09-01 00:22:00.000,0, 30,1.7909E-08,0, 30,1.6824E-07
2017-09-01 00:23:00.000,0, 29,1.9009E-08,0, 29,1.6907E-07
2017-09-01 00:24:00.000,0, 29,1.8651E-08,0, 29,1.6895E-07
2017-09-01 00:25:00.000,0, 29,1.7634E-08,0, 29,1.5958E-07
2017-09-01 00:26:00.000,0, 30,1.7563E-08,0, 30,1.5963E-07
2017-09-01 00:27:00.000,0, 29,1.8425E-08,0, 29,1.6391E-07
2017-09-01 00:28:00.000,0, 29,1.8632E-08,0, 29,1.6497E-07
2017-09-01 00:29:00.000,0, 30,1.7763E-08,0, 30,1.6258E-07
2017-09-01 00:30:00.000,0, 29,1.5733E-08,0, 29,1.6263E-07
2017-09-01 00:31:00.000,0, 29,1.7352E-08,0, 29,1.4998E-07
2017-09-01 00:32:00.000,0, 29,1.7522E-08,0, 29,1.6040E-07
2017-09-01 00:33:00.000,0, 30,1.7763E-08,0, 30,1.6144E-07
2017-09-01 00:34:00.000,0, 29,1.8067E-08,0, 29,1.6028E-07
2017-09-01 00:35:00.000,0, 29,1.8481E-08,0, 29,1.6017E-07
2017-09-01 00:36:00.000,0, 30,1.8327E-08,0, 30,1.5148E-07
2017-09-01 00:37:00.000,0, 29,1.7314E-08,0, 29,1.5888E-07
2017-09-01 00:38:00.000,0, 29,1.8538E-08,0, 29,1.5455E-07
2017-09-01 00:39:00.000,0, 30,1.9219E-08,0, 30,1.5703E-07
2017-09-01 00:40:00.000,0, 29,1.8858E-08,0, 29,1.7527E-07
2017-09-01 00:41:00.000,0, 29,1.8933E-08,0, 29,1.7563E-07
2017-09-01 00:42:00.000,0, 29,1.8952E-08,0, 29,1.5993E-07
2017-09-01 00:43:00.000,0, 30,1.9128E-08,0, 30,1.6405E-07
2017-09-01 00:44:00.000,0, 29,1.8274E-08,0, 29,1.5583E-07
2017-09-01 00:45:00.000,0, 29,1.7804E-08,0, 29,1.5443E-07
2017-09-01 00:46:00.000,0, 30,1.7672E-08,0, 30,1.5997E-07
2017-09-01 00:47:00.000,0, 29,1.8086E-08,0, 29,1.6122E-07
2017-09-01 00:48:00.000,0, 29,1.9103E-08,0, 29,1.6251E-07
2017-09-01 00:49:00.000,0, 30,1.8982E-08,0, 30,1.7356E-07
2017-09-01 00:50:00.000,0, 29,1.7296E-08,0, 29,1.7235E-07
2017-09-01 00:51:00.000,0, 29,1.5715E-08,0, 29,1.7434E-07
2017-09-01 00:52:00.000,0, 29,1.7277E-08,0, 29,1.7586E-07
2017-09-01 00:53:00.000,0, 30,1.7945E-08,0, 30,1.7559E-07
2017-09-01 00:54:00.000,0, 29,1.9856E-08,0, 29,1.9471E-07
2017-09-01 00:55:00.000,0, 29,1.9197E-08,0, 29,2.0139E-07
2017-09-01 00:56:00.000,0, 30,1.9182E-08,0, 30,1.9914E-07
2017-09-01 00:57:00.000,0, 29,2.0458E-08,0, 29,2.0198E-07
2017-09-01 00:58:00.000,0, 29,2.1117E-08,0, 29,2.1146E-07
2017-09-01 00:59:00.000,0, 30,1.9928E-08,0, 30,2.3027E-07
